"STATION","NAME","DATE","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","SNOW","TAVG","TMAX","TMIN"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1951-12","379",,,"-32",,,"0.61","59","3728","1.41",,"13.0","25.6","0.3"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1952-02",,"18","5","-20","6","3.2","0.24","61",,"0.58","10.8","25.0","38.1","11.9"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1952-03",,"8","1","0","2","1.5","0.05","68",,"0.08","1.5","30.9","42.3","19.4"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1952-04",,"1","1","20","3","3.0","0.21","92",,"0.45","3.2","50.4","69.0","31.8"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1952-05",,"0","0","26","0","0.0","1.83","84",,"2.71","0.0","56.3","70.7","41.9"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1952-06",,"0","0","43","0","0.0","0.67","96",,"1.07","0.0","64.8","80.9","48.8"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1952-07",,"0","0","39","0","0.0","0.54","98","32","0.64","0.0","67.6","85.2","50.1"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1952-08",,"0","0","43","0","0.0","0.21","97","61","0.63","0.0","69.0","85.6","52.2"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1952-09",,"0","0","31","0","0.0","0.05","93","197","0.05","0.0","61.6","80.0","43.2"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1952-10",,"0","0","6","0","0.0","0.43","82","712","0.49","0.0","48.4","67.4","29.3"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1952-11",,,,"-2",,,"0.20","69","1752","0.31",,"30.3","44.6","16.0"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1952-12",,,"0","1",,"0.0","0.11","58","2902","0.18","0.0","27.9","41.0","14.8"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1953-01","0",,,"-8",,,"0.17","69","3871","0.26",,"33.7","46.8","20.7"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1953-02","0",,,"4",,,"0.32","64","4782","0.60",,"32.4","44.1","20.8"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1953-03","0",,,"4",,,"0.16","76","5657","0.51",,"36.8","50.5","23.1"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1953-04","0",,,"10",,,"0.20","77","6369","0.78",,"40.3","53.7","27.0"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1953-05","1",,,"22",,,"0.67","89","6799","2.06",,"50.5","63.7","37.3"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1953-06","54","0","0","38","0","0.0","0.56","92","6930","1.69","0.0","62.4","76.4","48.4"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1953-07","238","0","0","43","0","0.0","0.43","101","8","0.64","0.0","70.7","88.2","53.1"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1953-08","365","0","0","40","0","0.0","0.61","97","20","1.00","0.0","68.7","86.3","51.1"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1953-09","399","0","0","30","0","0.0","0.43","88","185","0.80","0.0","60.6","78.8","42.5"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1953-10","401","0","0","25","0","0.0","0.35","87","571","0.73","0.0","52.6","70.3","34.9"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1953-11","401","0","0","10","0","0.0","0.10","71","1262","0.12","0.0","40.1","55.0","25.2"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1953-12","401",,,"4",,,"0.08","55","2258","0.08",,"30.8","43.4","18.1"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1954-01","0",,,"-37",,,"0.13","62","3909","0.37",,"11.7","24.8","-1.4"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1954-02","0","4","0","11","4","0.0","0.12","67","4662","0.16","0.0","38.1","51.1","25.1"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1954-03","0","19","9","-7","6","5.0","0.32","67","5837","1.16","18.4","26.2","37.7","14.7"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1954-04","0","3","1","12","4","1.0","0.14","75","6529","0.52","1.0","41.9","55.5","28.3"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1954-05","13","4","1","9","9","9.0","0.78","95","6947","1.67","9.0","52.0","65.0","38.9"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1954-06","48","0","0","36","0","0.0","0.43","95","7139","1.64","0.0","59.8","73.3","46.2"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1954-07","301","0","0","44","0","0.0","0.02","103","8","0.05","0.0","72.9","90.2","55.6"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1954-08","398","0","0","41","0","0.0","0.13","98","47","0.52","0.0","66.9","83.6","50.1"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1954-09","412","0","0","31","0","0.0","0.29","96","252","0.69","0.0","58.6","74.1","43.1"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1954-10","412","3","3","22","4","3.5","0.44","85","847","0.69","5.5","45.8","60.3","31.3"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1954-11","412","0","0","8","0","0.0","0.00","69","1536","0.00","0.0","42.0","56.7","27.4"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1954-12","412","0","0","0","0","0.0","0.03","61","2606","0.03","0.0","30.5","45.4","15.5"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1955-01","0","0","0","-2","0","0.0","0.00","55","3866","0.00","0.0","24.3","39.3","9.4"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1955-02","0","23","7","-17","6","4.0","0.23","55","5104","0.97","17.6","18.8","30.5","7.1"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1955-03","0","16","4","-27","6","3.0","0.17","66","6262","0.63","10.5","25.7","38.4","13.1"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1955-04","0","6","3","6","13","10.0","1.13","74","6927","2.11","16.0","42.8","56.9","28.8"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1955-05","0","0","0","31","0","0.0","0.84","84","7248","3.41","0.0","54.7","67.6","41.7"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1955-06","36","0","0","40","0","0.0","0.74","91","7388","2.40","0.0","61.5","73.4","49.7"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1955-07","209","0","0","39","0","0.0","0.80","101","33","1.50","0.0","69.8","84.6","55.1"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1955-08","406","0","0","43","0","0.0","0.22","96","46","0.32","0.0","71.0","88.0","53.9"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1955-09","454","0","0","29","0","0.0","0.17","95","315","0.38","0.0","57.6","73.6","41.6"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1955-10","454","0","0","19","0","0.0","0.49","86","767","1.28","0.0","50.4","67.6","33.2"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1955-11","454","13",,"-23","3",,"0.24","61","2067","0.69",,"21.7","33.3","10.1"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1955-12","454","31","5","-28","12","5.0","0.52","51","3570","1.34","16.5","16.5","28.6","4.4"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1956-01","0","31","3","-22","10","3.0","0.23","48","5137","0.71","8.0","14.4","27.2","1.7"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1956-02","0","29","2","-32","8","2.0","0.14","48","6495","0.26","3.5","18.2","31.5","4.9"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1956-03","0","6","1","-6","3","2.0","0.12","77","7443","0.13","2.0","34.4","46.2","22.7"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1956-04","0","4","3","18","4","4.0","0.36","77","8151","0.94","7.0","41.4","55.3","27.5"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1956-05","21","1","0","30","1","0.5","0.30","88","8453","1.36","0.5","56.0","68.3","43.6"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1956-06","150","0","0","40","0","0.0","0.44","97","8487","1.22","0.0","68.1","84.3","52.0"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1956-07","327","0","0","45","0","0.0","0.29","103","20","0.54","0.0","70.1","86.4","53.7"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1956-08","445","0","0","38","0","0.0","0.41","94","73","1.45","0.0","67.3","83.8","50.8"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1956-09","473","0","0","30","0","0.0","0.12","90","268","0.33","0.0","59.4","76.4","42.5"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1956-10","473","0","0","14","0","0.0","0.05","85","764","0.08","0.0","49.0","66.1","31.9"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1956-11","473","8","3","12","5","4.0","0.43","65","1635","1.16","7.0","35.9","47.6","24.3"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1956-12","473","13","3","-15","3","3.0","0.17","64","2744","0.29","6.5","29.2","41.6","16.9"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1957-01","0","24","4","-39","5","2.0","0.13","53","4490","0.31","6.8","8.7","20.4","-3.0"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1957-02","0","16","5","-23","7","2.0","0.10","60","5590","0.40","9.0","23.6","37.6","9.7"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1957-03","0","11","4","-8","6","8.0","0.54","62","6563","1.22","17.0","32.6","44.1","21.1"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1957-04","0","1","1","20","3","3.0","1.04","78","7253","2.81","3.0","42.0","53.3","30.7"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1957-05","11","0","0","34","0","0.0","1.44","88","7526","3.04","0.0","56.5","69.4","43.6"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1957-06","44","0","0","38","0","0.0","0.98","91","7656","2.91","0.0","61.8","74.9","48.7"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1957-07","284","0","0","44","0","0.0","0.09","97","7","0.28","0.0","72.5","89.3","55.7"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1957-08","431","0","0","48","0","0.0","0.38","100","33","1.46","0.0","69.0","83.9","54.2"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1957-09","445","0","0","33","0","0.0","0.26","92","257","0.87","0.0","58.0","72.3","43.7"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1957-10","447","2","1","21","3","3.0","0.39","84","865","1.13","3.0","44.7","56.2","33.2"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1957-11","447","0","0","15","0","0.0","0.74","61","1796","1.12","0.0","34.0","44.0","23.9"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1957-12","447","0","0","9","0","0.0","0.02","69","2735","0.02","0.0","34.7","48.5","21.0"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1958-01","0","4","3","-2","2","2.0","0.15","60","3778","0.34","5.0","31.3","47.1","15.6"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1958-02","0","21","8","-13","10","3.0","0.18","59","4932","0.79","15.5","22.0","33.0","10.9"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1958-03","0","3","2","16","2","2.0","0.53","67","5915","0.98","4.0","33.3","41.8","24.7"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1958-04","0","0","0","23","0","0.0","0.34","76","6543","0.61","0.0","44.1","56.5","31.6"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1958-05","42","0","0","32","0","0.0","0.14","92","6669","0.56","0.0","62.0","79.4","44.6"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1958-06","56","0","0","35","0","0.0","0.97","92","6854","3.54","0.0","59.3","71.1","47.4"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1958-07","116","0","0","43","0","0.0","0.51","93","57","1.84","0.0","65.1","78.5","51.8"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1958-08","344","0","0","42","0","0.0","0.33","100","73","0.77","0.0","71.8","89.2","54.4"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1958-09","385","0","0","24","0","0.0","0.14","93","287","0.19","0.0","59.2","76.0","42.5"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1958-10","385","0","0","14","0","0.0","0.37","85","803","0.64","0.0","48.3","65.3","31.4"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1958-11","385","6","3","3","6","5.0","0.25","66","1683","0.72","9.0","35.7","47.5","23.9"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1958-12","385","28","6","-13","10","5.0","0.25","62","2940","1.02","18.5","24.5","35.6","13.3"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1959-01","0","31","3","-20","5","2.0","0.10","51","4390","0.43","5.8","18.2","29.4","7.0"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1959-02","0","28","4","-14","12","6.0","0.40","45","5809","0.76","12.0","14.3","27.0","1.7"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1959-03","0","9","0","18","4","0.5","0.06","70","6616","0.11","0.5","38.9","50.0","27.9"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1959-04","0","4","4","12","2","2.0","0.65","78","7316","1.62","5.0","41.7","55.1","28.3"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1959-05","0","0","0","27","0","0.0","0.36","83","7765","1.34","0.0","50.5","64.3","36.7"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1959-06","114","0","0","37","0","0.0","0.50","98","7855","1.25","0.0","65.8","80.7","50.9"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1959-07","292","0","0","41","0","0.0","0.14","101","35","0.29","0.0","69.6","87.0","52.2"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1959-08","439","0","0","41","0","0.0","0.19","96","53","0.31","0.0","69.2","86.7","51.6"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1959-09","479","0","0","23","0","0.0","0.41","98","328","1.23","0.0","57.2","71.4","42.9"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1959-10","479","0","0","22","0","0.0","0.23","76","950","0.83","0.0","44.9","56.6","33.2"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1959-11","479","16","3","-33","13","12.0","0.68","69","2054","1.10","17.5","27.2","39.4","15.1"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1959-12","479","1","0","7","1","0.5","0.25","64","3070","0.25","0.5","32.2","44.0","20.5"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1960-01","0","18","3","-16","2","2.0","0.08","50","4463","0.22","6.5","20.0","32.0","8.1"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1960-02","0","8","1","-22","1","1.0","0.08","62","5667","0.24","1.5","23.5","35.9","11.1"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1960-03","0","4","2","-17","2","2.0","0.19","79","6665","0.44","3.5","32.8","46.7","18.9"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1960-04","0","2","1","18","4","4.0","0.43","80","7289","0.85","4.0","44.2","58.0","30.4"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1960-05","14","0","0","28","0","0.0","0.56","96","7609","1.30","0.0","55.1","70.0","40.2"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1960-06","64","0","0","37","0","0.0","0.64","95","7698","1.90","0.0","63.7","78.6","48.8"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1960-07","344","0","0","45","0","0.0","0.05","104","11","0.13","0.0","73.7","91.6","55.8"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1960-08","489","0","0","38","0","0.0","0.78","96","78","1.63","0.0","67.5","83.6","51.4"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1960-09","522","0","0","30","0","0.0","0.11","95","292","0.24","0.0","58.9","76.3","41.6"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1960-10","524","0","0","19","0","0.0","0.14","85","789","0.24","0.0","49.0","64.6","33.5"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1960-11","524","3","1","-11","1","1.0","0.19","71","1717","0.36","1.0","34.1","47.6","20.5"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1960-12","524","13","4","-3","4","3.0","0.25","57","2865","0.58","7.5","27.0","39.4","14.6"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1961-01","0","14","2","-8","4","2.5","0.08","61","3965","0.10","4.0","29.5","42.1","17.0"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1961-02","0","3","1","0","2","2.0","0.08","72","4703","0.08","2.0","38.7","53.2","24.1"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1961-03","0","0","0","10","0","0.0","0.42","71","5463","0.52","0.0","40.5","57.6","23.4"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1961-04","0","4","4","13","2","1.5","0.61","77","6081","1.44","5.0","44.4","59.0","29.8"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1961-05","22","0","0","26","0","0.0","1.09","89","6343","1.76","0.0","57.2","71.9","42.6"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1961-06","162","0","0","43","0","0.0","0.26","96","6363","0.48","0.0","69.1","87.1","51.0"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1961-07","394","0","0","45","0","0.0","0.28","98","1","0.70","0.0","72.4","89.2","55.7"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1961-08","660","0","0","45","0","0.0","0.22","105","5","0.28","0.0","73.5","92.7","54.2"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1961-09","668","0","0","25","0","0.0","1.82","85","381","4.74","0.0","52.7","66.4","39.1"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1961-10","668","3","0","18","2","0.0","0.44","81","954","1.20","0.0","46.5","61.0","32.1"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1961-11","668","17","2","-6","6","6.0","0.47","63","1974","0.63","7.3","31.0","43.9","18.1"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1961-12","668","14","1","-20","2","1.5","0.09","54","3275","0.13","2.0","23.0","34.3","11.8"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1962-01","0","23","4","-35","10","4.0","0.21","59","4692","0.85","11.1","19.3","31.7","7.0"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1962-02","0","25","4","-17","4","3.0","0.19","66","5794","0.69","11.1","25.6","37.0","14.3"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1962-03","0","23","4","-11","5","3.5","0.16","68","6896","0.55","9.0","29.4","43.2","15.7"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1962-04","1","0","0","18","0","0.0","0.02","89","7340","0.04","0.0","50.2","68.6","31.8"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1962-05","1","0","0","29","0","0.0","1.28","80","7643","4.25","0.0","55.2","68.5","41.9"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1962-06","65","0","0","36","0","0.0","0.72","99","7734","2.04","0.0","64.1","79.8","48.4"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1962-07","160","0","0","45","0","0.0","0.73","94","7","1.87","0.0","67.8","84.0","51.7"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1962-08","295","0","0","39","0","0.0","0.62","98","56","1.14","0.0","67.8","86.1","49.5"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1962-09","304","0","1","27","0","1.0","0.97","90","268","1.15","1.0","58.2","75.0","41.5"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1962-10","304","0","0","22","0","0.0","0.35","78","646","0.60","0.0","52.8","68.7","36.9"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1962-11","304",,"0","12",,"0.0","0.17","72","1406","0.42","0.0","39.6","51.8","27.5"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1962-12","304",,"0","-4",,"0.5","0.04","65","2417","0.07","0.5","32.4","44.7","20.1"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1963-01","0",,,"-32",,,"0.14","58","4022","0.73",,"13.2","26.9","-0.4"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1963-02","0","3","1","-6","1","1.0","0.11","63","4838","0.13","1.0","35.8","48.8","22.9"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1963-03","0","0","0","8","0","0.0","0.09","77","5599","0.15","0.0","40.5","56.9","24.0"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1963-04","0",,,"17",,,"0.55","80","6169","1.67",,"46.0","60.3","31.7"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1963-05","7","0","0","29","0","0.0","0.61","84","6448","2.16","0.0","56.2","70.3","42.1"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1963-06","61","0","0","40","0","0.0","0.98","92","6528","3.59","0.0","64.1","77.8","50.4"
"USC00244345","HUNTLEY EXPERIMENTAL STATION, MT US","1963-07","280","0","0","45","0","0.0","0.26","100","2","0.37","0.0","72.0","89.2","54.8"
